date,USD,SAR,MYR,SGD,AED,THB,TRY,JPY,VND
2023-12-12,6.4201335e-05,0.000241,0.000301,8.6107794e-05,0.000236,0.002291,0.001864,0.009327,1.558166
2023-12-13,6.5121973e-05,0.000244,0.000306,8.6797174e-05,0.000239,0.002287,0.001888,0.009298,1.581227
2023-12-14,6.4620355e-05,0.000242,0.000302,8.5842003e-05,0.000237,0.002255,0.001873,0.009194,1.567205
2023-12-15,6.4396269e-05,0.000242,0.000301,8.5907081e-05,0.000237,0.002246,0.001866,0.009152,1.563219
2023-12-16,6.4396269e-05,0.000242,0.000301,8.5898434e-05,0.000237,0.002246,0.001866,0.009152,1.563219
2023-12-17,6.4396269e-05,0.000242,0.000301,8.5858269e-05,0.000236,0.002253,0.001863,0.009163,1.563219
2023-12-18,6.4716542e-05,0.000243,0.000304,8.6213421e-05,0.000238,0.002262,0.00188,0.009237,1.576495
2023-12-19,6.4674686e-05,0.000243,0.000303,8.5939479e-05,0.000238,0.002253,0.001882,0.009306,1.575314
2023-12-20,6.4077919e-05,0.00024,0.000298,8.5340249e-05,0.000235,0.002241,0.001867,0.009197,1.559977
2023-12-21,6.4741681e-05,0.000243,0.000301,8.5892837e-05,0.000238,0.002247,0.001886,0.009198,1.575165
2023-12-22,6.4654406e-05,0.000243,0.000301,8.5641478e-05,0.000237,0.002234,0.001881,0.009206,1.567869
2023-12-23,6.4654406e-05,0.000243,0.000301,8.5669556e-05,0.000237,0.002237,0.001881,0.009207,1.567869
2023-12-24,6.4654406e-05,0.000243,0.000301,8.5582714e-05,0.000237,0.002238,0.001884,0.00921,1.567869
2023-12-25,6.4653779e-05,0.000243,0.000299,8.5672639e-05,0.000237,0.002235,0.001895,0.009196,1.567531
2023-12-26,6.4905562e-05,0.000243,0.000301,8.5896332e-05,0.000238,0.002243,0.001902,0.009247,1.579477
2023-12-27,6.5019506e-05,0.000244,0.000301,8.5803966e-05,0.000239,0.002229,0.001911,0.009194,1.583875
2023-12-28,6.443299e-05,0.000242,0.000297,8.5070835e-05,0.000237,0.00221,0.001902,0.009113,1.5625
2023-12-29,6.4976836e-05,0.000244,0.000299,8.581516e-05,0.000239,0.002268,0.001915,0.009163,1.576988
2023-12-30,6.4976836e-05,0.000244,0.000299,8.581516e-05,0.000239,0.002268,0.001915,0.009163,1.576988
2023-12-31,6.4976836e-05,0.000244,0.000299,8.5738559e-05,0.000239,0.002237,0.001908,0.009164,1.576988
2024-01-01,6.4977258e-05,0.000244,0.000299,8.575683e-05,0.000239,0.002232,0.00192,0.00917,1.576998
2024-01-02,6.4495324e-05,0.000242,0.000297,8.554692e-05,0.000237,0.00221,0.001919,0.009168,1.569494
2024-01-03,6.4259093e-05,0.000241,0.000296,8.5365956e-05,0.000236,0.002214,0.001914,0.009189,1.566958
2024-01-04,6.4441086e-05,0.000242,0.000299,8.567382e-05,0.000237,0.002225,0.001923,0.009329,1.570429
2024-01-05,6.4502188e-05,0.000242,0.0003,8.5833313e-05,0.000237,0.002236,0.001923,0.009329,1.572563
2024-01-06,6.4502188e-05,0.000242,0.0003,8.5833313e-05,0.000237,0.002236,0.001923,0.009329,1.572563
2024-01-07,6.4502188e-05,0.000242,0.0003,8.5771126e-05,0.000237,0.002236,0.001927,0.009336,1.572563
2024-01-08,6.4487006e-05,0.000242,0.0003,8.5684541e-05,0.000237,0.002254,0.001929,0.009301,1.569936
2024-01-09,6.4339093e-05,0.000241,0.000299,8.5636941e-05,0.000236,0.002247,0.001928,0.009293,1.567944
2024-01-10,6.4259093e-05,0.000241,0.000298,8.5548143e-05,0.000236,0.002252,0.001919,0.009365,1.569207
2024-01-11,6.4257028e-05,0.000241,0.000299,8.5481442e-05,0.000236,0.00225,0.001932,0.00932,1.573655
2024-01-12,6.4357519e-05,0.000241,0.000299,8.5769516e-05,0.000236,0.002246,0.001937,0.009323,1.577081
2024-01-13,6.4357519e-05,0.000241,0.000299,8.5769516e-05,0.000236,0.002249,0.001937,0.009323,1.577081
2024-01-14,6.4357519e-05,0.000241,0.000299,8.5725482e-05,0.000236,0.002251,0.001936,0.009342,1.577081
2024-01-15,6.4259093e-05,0.000241,0.0003,8.5725164e-05,0.000236,0.002247,0.001934,0.009368,1.573063
2024-01-16,6.3971341e-05,0.00024,0.000297,8.5881845e-05,0.000235,0.002265,0.001927,0.00942,1.568577
2024-01-17,6.3975433e-05,0.00024,0.000302,8.6010812e-05,0.000235,0.002278,0.001928,0.009476,1.568678
2024-01-18,6.4018027e-05,0.00024,0.000302,8.6025502e-05,0.000235,0.002275,0.001931,0.009483,1.572283
2024-01-19,6.4021921e-05,0.00024,0.000302,8.5840841e-05,0.000235,0.002273,0.001934,0.009484,1.571738
2024-01-20,6.4021921e-05,0.00024,0.000302,8.5840841e-05,0.000235,0.002273,0.001934,0.009484,1.571738
2024-01-21,6.4021921e-05,0.00024,0.000302,8.583387e-05,0.000235,0.002276,0.001934,0.009484,1.571738
2024-01-22,6.3844118e-05,0.000239,0.000302,8.5694448e-05,0.000234,0.002275,0.001932,0.009458,1.568331
2024-01-23,6.3593005e-05,0.000238,0.000301,8.5275676e-05,0.000234,0.00227,0.001926,0.009429,1.562798
2024-01-24,6.3606555e-05,0.000239,0.000301,8.5219109e-05,0.000234,0.002273,0.001924,0.009385,1.565357
2024-01-25,6.323111e-05,0.000237,0.000299,8.4752464e-05,0.000232,0.00226,0.001916,0.009341,1.556276
2024-01-26,6.3390438e-05,0.000238,0.0003,8.5146283e-05,0.000233,0.002259,0.001923,0.009394,1.559722
2024-01-27,6.3390438e-05,0.000238,0.0003,8.5146283e-05,0.000233,0.002259,0.001923,0.009394,1.559722
2024-01-28,6.3390438e-05,0.000238,0.0003,8.5074088e-05,0.000233,0.002258,0.001923,0.009391,1.559722
2024-01-29,6.3151247e-05,0.000237,0.000299,8.4604042e-05,0.000232,0.002238,0.001917,0.009313,1.549732
2024-01-30,6.3323202e-05,0.000237,0.000299,8.4816046e-05,0.000233,0.002241,0.001923,0.009332,1.545719
2024-01-31,6.3387424e-05,0.000238,0.0003,8.4971471e-05,0.000233,0.002256,0.001925,0.009318,1.548238
2024-02-01,6.3560669e-05,0.000238,0.000301,8.4960927e-05,0.000233,0.002245,0.001935,0.009309,1.551516
2024-02-02,6.3567941e-05,0.000238,0.0003,8.5441918e-05,0.000233,0.002253,0.001939,0.009432,1.547879
2024-02-03,6.3567941e-05,0.000238,0.0003,8.5441918e-05,0.000233,0.002253,0.001939,0.009432,1.547879
2024-02-04,6.3567941e-05,0.000238,0.0003,8.5403847e-05,0.000233,0.002262,0.001949,0.00944,1.547879
2024-02-05,6.3391442e-05,0.000238,0.000301,8.5392084e-05,0.000233,0.002268,0.001936,0.009423,1.545642
2024-02-06,6.3532402e-05,0.000238,0.000303,8.5369441e-05,0.000233,0.002259,0.001943,0.009391,1.548285
2024-02-07,6.3881436e-05,0.00024,0.000304,8.58145e-05,0.000235,0.002273,0.001955,0.00946,1.560304
2024-02-08,6.3836375e-05,0.000239,0.000305,8.5980255e-05,0.000234,0.002288,0.001958,0.009529,1.559203
2024-02-09,6.4055549e-05,0.00024,0.000305,8.6225424e-05,0.000235,0.0023,0.001965,0.009564,1.564557
2024-02-10,6.4055549e-05,0.00024,0.000305,8.6221997e-05,0.000235,0.0023,0.001965,0.009565,1.564557
2024-02-11,6.4055549e-05,0.00024,0.000305,8.6171688e-05,0.000235,0.002299,0.001966,0.009555,1.564557
2024-02-12,6.4164261e-05,0.000241,0.000306,8.6290028e-05,0.000236,0.002304,0.001971,0.009587,1.567212
2024-02-13,6.3820282e-05,0.000239,0.000304,8.6227505e-05,0.000234,0.002304,0.001961,0.00962,1.55881
2024-02-14,6.3971545e-05,0.00024,0.000306,8.6221169e-05,0.000235,0.002309,0.001967,0.009631,1.562505
2024-02-15,6.3779578e-05,0.000239,0.000305,8.582467e-05,0.000234,0.002299,0.001966,0.009564,1.560208
2024-02-16,6.3874907e-05,0.00024,0.000305,8.6228595e-05,0.000235,0.002283,0.00197,0.009596,1.566851
2024-02-17,6.3874907e-05,0.00024,0.000305,8.6228595e-05,0.000235,0.002283,0.00197,0.009596,1.566851
2024-02-18,6.3874907e-05,0.00024,0.000305,8.5937357e-05,0.000235,0.002297,0.00197,0.009588,1.566851
2024-02-19,6.3934531e-05,0.00024,0.000306,8.6079854e-05,0.000235,0.00231,0.001974,0.009608,1.568794
2024-02-20,6.3824355e-05,0.000239,0.000306,8.5762034e-05,0.000234,0.002297,0.001973,0.00957,1.565931
2024-02-21,6.3865117e-05,0.000239,0.000306,8.5833759e-05,0.000235,0.002292,0.001981,0.009603,1.566931
2024-02-22,6.4126612e-05,0.000241,0.000306,8.6109063e-05,0.000236,0.002305,0.001993,0.00965,1.577675
2024-02-23,6.4126612e-05,0.000241,0.000306,8.6124487e-05,0.000236,0.002304,0.001976,0.00965,1.58008
2024-02-24,6.4126612e-05,0.000241,0.000306,8.6124487e-05,0.000236,0.002304,0.001976,0.00965,1.58008
2024-02-25,6.4126612e-05,0.000241,0.000306,8.6148981e-05,0.000236,0.002306,0.001994,0.009651,1.58008
2024-02-26,6.3930444e-05,0.00024,0.000305,8.5943586e-05,0.000235,0.002298,0.00199,0.009625,1.577164
2024-02-27,6.385696e-05,0.000239,0.000304,8.5821821e-05,0.000235,0.002292,0.001989,0.009611,1.573116
2024-02-28,6.3568346e-05,0.000238,0.000303,8.5562489e-05,0.000233,0.002286,0.001984,0.009576,1.565688
2024-02-29,6.3649672e-05,0.000239,0.000302,8.5671187e-05,0.000234,0.002283,0.001992,0.009554,1.568964
2024-03-01,6.3686357e-05,0.000239,0.000302,8.5645661e-05,0.000234,0.002272,0.001999,0.009559,1.570187
2024-03-02,6.3686357e-05,0.000239,0.000302,8.5645661e-05,0.000234,0.002272,0.001999,0.009559,1.570187
2024-03-03,6.3686357e-05,0.000239,0.000302,8.558714e-05,0.000234,0.002281,0.002,0.00956,1.570187
2024-03-04,6.339948e-05,0.000238,0.000299,8.5172114e-05,0.000233,0.002267,0.002002,0.00954,1.56508
2024-03-05,6.345983e-05,0.000238,0.0003,8.5224965e-05,0.000233,0.002272,0.002012,0.00952,1.567616
2024-03-06,6.3795853e-05,0.000239,0.000302,8.5389793e-05,0.000234,0.002273,0.002029,0.009523,1.574482
2024-03-07,6.3987714e-05,0.00024,0.000303,8.5299782e-05,0.000235,0.002275,0.002044,0.009462,1.579857
2024-03-08,6.4344682e-05,0.000241,0.000301,8.5797449e-05,0.000236,0.002276,0.002049,0.009463,1.586418
2024-03-09,6.4344682e-05,0.000241,0.000301,8.5797449e-05,0.000236,0.002276,0.002049,0.009463,1.586418
2024-03-10,6.4344682e-05,0.000241,0.000301,8.5666257e-05,0.000236,0.002279,0.00206,0.009444,1.586418
2024-03-11,6.4412238e-05,0.000242,0.000302,8.5681816e-05,0.000237,0.00228,0.002064,0.009452,1.587601
2024-03-12,6.4263222e-05,0.000241,0.000301,8.5617761e-05,0.000236,0.002298,0.002062,0.009488,1.584249
2024-03-13,6.4180733e-05,0.000241,0.000301,8.5483281e-05,0.000236,0.002287,0.002062,0.009475,1.58398
2024-03-14,6.3947614e-05,0.00024,0.0003,8.5455741e-05,0.000235,0.002287,0.002059,0.009483,1.579506
2024-03-15,6.3911649e-05,0.00024,0.000301,8.5462905e-05,0.000235,0.002291,0.002051,0.009526,1.580184
2024-03-16,6.3911649e-05,0.00024,0.000301,8.5462905e-05,0.000235,0.002291,0.002051,0.009526,1.580184
2024-03-17,6.3911649e-05,0.00024,0.000301,8.5525609e-05,0.000235,0.002295,0.002065,0.00952,1.580184
2024-03-18,6.3471914e-05,0.000238,0.000299,8.5006673e-05,0.000233,0.002284,0.002053,0.009467,1.569343
2024-03-19,6.3593005e-05,0.000238,0.000301,8.5372655e-05,0.000234,0.002295,0.002061,0.009605,1.573927
2024-03-20,6.3718619e-05,0.000239,0.000302,8.5323372e-05,0.000234,0.00229,0.002066,0.009607,1.579585
2024-03-21,6.3585928e-05,0.000238,0.0003,8.5434022e-05,0.000234,0.00231,0.002045,0.009642,1.576295
2024-03-22,6.3234508e-05,0.000237,0.0003,8.5297274e-05,0.000231,0.002294,0.002024,0.009575,1.566319
2024-03-23,6.3234508e-05,0.000237,0.0003,8.5297274e-05,0.000232,0.002294,0.002024,0.009575,1.566319
2024-03-24,6.3234508e-05,0.000237,0.0003,8.5341609e-05,0.000232,0.002299,0.002033,0.009569,1.566319
2024-03-25,6.3299152e-05,0.000237,0.000299,8.5193379e-05,0.000232,0.002301,0.002037,0.009582,1.566654
2024-03-26,6.3151247e-05,0.000237,0.000298,8.4961154e-05,0.000232,0.002294,0.002034,0.009569,1.564888
2024-03-27,6.2956434e-05,0.000236,0.000298,8.4915024e-05,0.000231,0.002292,0.002034,0.009525,1.561005
2024-03-28,6.2956434e-05,0.000236,0.000298,8.4989265e-05,0.000231,0.002294,0.002043,0.009535,1.561005
2024-03-29,6.2971896e-05,0.000236,0.000298,8.4955629e-05,0.000231,0.002289,0.002038,0.00953,1.56249
2024-03-30,6.2971896e-05,0.000236,0.000298,8.4955629e-05,0.000231,0.002297,0.002038,0.00953,1.56249
2024-03-31,6.3071586e-05,0.000237,0.000298,8.5005676e-05,0.000232,0.002297,0.002045,0.009549,1.564964
2024-04-01,6.2672153e-05,0.000235,0.000296,8.4770988e-05,0.00023,0.002294,0.002022,0.0095,1.554583
2024-04-02,6.2627212e-05,0.000235,0.000298,8.4636279e-05,0.00023,0.002293,0.002008,0.009491,1.560357
2024-04-03,6.2727387e-05,0.000235,0.000298,8.4562934e-05,0.00023,0.002297,0.002004,0.009508,1.568812
2024-04-04,6.2845059e-05,0.000236,0.000298,8.4748761e-05,0.000231,0.002307,0.002009,0.009508,1.567984
2024-04-05,6.2941574e-05,0.000236,0.000299,8.4933606e-05,0.000231,0.002299,0.002019,0.009542,1.571336
2024-04-06,6.2941574e-05,0.000236,0.000299,8.4933606e-05,0.000231,0.002299,0.002019,0.009542,1.571336
2024-04-07,6.2940584e-05,0.000236,0.000299,8.4925674e-05,0.000231,0.002308,0.002015,0.009548,1.571312
2024-04-08,6.2794349e-05,0.000236,0.000298,8.4608163e-05,0.000231,0.002305,0.00202,0.009535,1.567504
2024-04-09,6.2897038e-05,0.000236,0.000299,8.458386e-05,0.000231,0.002285,0.002028,0.009546,1.569596
2024-04-10,6.2493751e-05,0.000234,0.000297,8.4618101e-05,0.00023,0.002296,0.002018,0.00956,1.558907
2024-04-11,6.244536e-05,0.000234,0.000296,8.4479183e-05,0.000229,0.002275,0.002025,0.009566,1.56051
2024-04-12,6.2043207e-05,0.000233,0.000296,8.444725e-05,0.000228,0.002275,0.002008,0.00951,1.553407
2024-04-13,6.2043207e-05,0.000233,0.000296,8.444725e-05,0.000228,0.002275,0.002008,0.00951,1.553407
2024-04-14,6.2042437e-05,0.000233,0.000296,8.4396434e-05,0.000228,0.002273,0.00201,0.00951,1.553388
2024-04-15,6.2181321e-05,0.000233,0.000297,8.475656e-05,0.000228,0.002286,0.002016,0.009589,1.566658
2024-04-16,6.1210561e-05,0.00023,0.000292,8.3535284e-05,0.000225,0.002242,0.00199,0.00947,1.548015
2024-04-17,6.1527103e-05,0.000231,0.000295,8.3697784e-05,0.000226,0.002263,0.001998,0.009497,1.563096
2024-04-18,6.1622837e-05,0.000231,0.000295,8.3932741e-05,0.000226,0.00227,0.002007,0.009528,1.565528
2024-04-19,6.1658934e-05,0.000231,0.000295,8.3936546e-05,0.000226,0.00227,0.002003,0.009534,1.568912
2024-04-20,6.1658934e-05,0.000231,0.000295,8.3936546e-05,0.000226,0.00227,0.002003,0.009534,1.568912
2024-04-21,6.1658934e-05,0.000231,0.000295,8.3941547e-05,0.000226,0.002274,0.002012,0.009535,1.568912
2024-04-22,6.1515748e-05,0.000231,0.000294,8.3786602e-05,0.000226,0.002281,0.002004,0.009524,1.566191
2024-04-23,6.1894402e-05,0.000232,0.000296,8.4232266e-05,0.000227,0.002285,0.002015,0.009578,1.574903
2024-04-24,6.1618091e-05,0.000231,0.000294,8.390548e-05,0.000226,0.002284,0.002007,0.009567,1.566332
2024-04-25,6.1697927e-05,0.000231,0.000295,8.3856144e-05,0.000227,0.002284,0.002008,0.0096,1.564659
2024-04-26,6.1571426e-05,0.000231,0.000294,8.3897465e-05,0.000226,0.002279,0.002002,0.009734,1.560528
2024-04-27,6.1571426e-05,0.000231,0.000294,8.3897465e-05,0.000226,0.002279,0.002002,0.009734,1.560528
2024-04-28,6.1690315e-05,0.000231,0.000294,8.3991672e-05,0.000227,0.002282,0.002007,0.009761,1.563541
2024-04-29,6.1510072e-05,0.000231,0.000293,8.3662002e-05,0.000226,0.002278,0.001995,0.009615,1.558973
2024-04-30,6.1428835e-05,0.00023,0.000293,8.3867867e-05,0.000226,0.002286,0.001991,0.009689,1.556914
2024-05-01,6.169393e-05,0.000231,0.000294,8.3906521e-05,0.000227,0.002283,0.001991,0.009607,1.563633
2024-05-02,6.2096374e-05,0.000233,0.000295,8.4066381e-05,0.000228,0.002286,0.002012,0.009504,1.577558
2024-05-03,6.2622505e-05,0.000235,0.000297,8.4484266e-05,0.00023,0.002305,0.002026,0.009584,1.591551
2024-05-04,6.2622505e-05,0.000235,0.000297,8.4480149e-05,0.00023,0.002305,0.002026,0.009585,1.591551
2024-05-05,6.2173589e-05,0.000233,0.000295,8.3993099e-05,0.000228,0.002288,0.002009,0.009548,1.580142
2024-05-06,6.2336367e-05,0.000234,0.000295,8.4259756e-05,0.000229,0.002292,0.002013,0.009615,1.582097
2024-05-07,6.2189055e-05,0.000233,0.000295,8.4260051e-05,0.000228,0.002298,0.002006,0.009624,1.580224
2024-05-08,6.2185187e-05,0.000233,0.000295,8.4293251e-05,0.000228,0.002297,0.002012,0.009665,1.581525
2024-05-09,6.2355802e-05,0.000234,0.000295,8.4323453e-05,0.000229,0.002289,0.002013,0.00969,1.586799
2024-05-10,6.2285892e-05,0.000234,0.000295,8.4385169e-05,0.000229,0.002283,0.002016,0.009703,1.585487
2024-05-11,6.2285892e-05,0.000234,0.000295,8.4391398e-05,0.000229,0.00228,0.002018,0.009703,1.585487
2024-05-12,6.2324712e-05,0.000234,0.000295,8.4431192e-05,0.000229,0.002294,0.002011,0.009712,1.586476
2024-05-13,6.2003968e-05,0.000233,0.000293,8.3893e-05,0.000228,0.002282,0.002,0.009687,1.578218
2024-05-14,6.20771e-05,0.000233,0.000293,8.3934136e-05,0.000228,0.002271,0.002004,0.009715,1.580328
2024-05-15,6.2810125e-05,0.000236,0.000296,8.4393882e-05,0.000231,0.002278,0.00202,0.009691,1.598675
2024-05-16,6.2738996e-05,0.000235,0.000294,8.4438847e-05,0.00023,0.002273,0.002024,0.009749,1.596174
2024-05-17,6.263898e-05,0.000235,0.000294,8.4306047e-05,0.00023,0.002266,0.002017,0.009751,1.594099
2024-05-18,6.263898e-05,0.000235,0.000294,8.4314457e-05,0.00023,0.002275,0.00202,0.009751,1.594099
2024-05-19,6.2637018e-05,0.000235,0.000294,8.4240839e-05,0.00023,0.002263,0.002019,0.009756,1.594049
2024-05-20,6.2342585e-05,0.000234,0.000292,8.4001612e-05,0.000229,0.002253,0.002008,0.009749,1.586931
2024-05-21,6.245316e-05,0.000234,0.000293,8.414283e-05,0.000229,0.002273,0.002011,0.009759,1.590182
2024-05-22,6.2313837e-05,0.000234,0.000292,8.4148768e-05,0.000229,0.002275,0.002007,0.009765,1.586822
2024-05-23,6.2104086e-05,0.000233,0.000292,8.3953236e-05,0.000228,0.002277,0.002001,0.009749,1.58176
2024-05-24,6.2324712e-05,0.000234,0.000294,8.4151068e-05,0.000229,0.002284,0.002008,0.009783,1.587473
2024-05-25,6.2324712e-05,0.000234,0.000294,8.4144836e-05,0.000229,0.002284,0.002007,0.009782,1.587473
2024-05-26,6.2324712e-05,0.000234,0.000294,8.4144361e-05,0.000229,0.002284,0.002008,0.009777,1.587473
2024-05-27,6.2196791e-05,0.000233,0.000292,8.3881713e-05,0.000228,0.002274,0.001997,0.009755,1.583064
2024-05-28,6.201935e-05,0.000233,0.000291,8.3657687e-05,0.000228,0.00227,0.002,0.009754,1.578579
2024-05-29,6.1499859e-05,0.000231,0.000289,8.3153036e-05,0.000226,0.002264,0.001984,0.009693,1.565633
2024-05-30,6.1595319e-05,0.000231,0.00029,8.3166073e-05,0.000226,0.002261,0.001986,0.009668,1.568063
2024-05-31,6.1519154e-05,0.000231,0.00029,8.3266414e-05,0.000226,0.002261,0.001984,0.009674,1.565662
2024-06-01,6.1519154e-05,0.000231,0.00029,8.3260262e-05,0.000226,0.002262,0.001984,0.009675,1.565662
2024-06-02,6.1538462e-05,0.000231,0.00029,8.3119755e-05,0.000226,0.002262,0.001984,0.009673,1.566154
2024-06-03,6.1690315e-05,0.000231,0.00029,8.3004309e-05,0.000227,0.002258,0.001985,0.009629,1.569309
2024-06-04,6.1413744e-05,0.00023,0.000289,8.2707727e-05,0.000226,0.002247,0.002004,0.009527,1.56083
2024-06-05,6.1267002e-05,0.00023,0.000288,8.258026e-05,0.000225,0.002241,0.001978,0.009554,1.55756
2024-06-06,6.1546415e-05,0.000231,0.000289,8.2810536e-05,0.000226,0.002241,0.001988,0.009583,1.564971
2024-06-07,6.1437138e-05,0.00023,0.000288,8.3007956e-05,0.000226,0.00226,0.001987,0.009627,1.561118
2024-06-08,6.1437138e-05,0.00023,0.000288,8.2989524e-05,0.000226,0.00226,0.001989,0.009629,1.561118
2024-06-09,6.1436383e-05,0.00023,0.000288,8.3092761e-05,0.000226,0.002268,0.001991,0.009636,1.561098
2024-06-10,6.1278265e-05,0.00023,0.000289,8.2893253e-05,0.000225,0.002251,0.001985,0.009623,1.557847
2024-06-11,6.1341226e-05,0.00023,0.000289,8.3036084e-05,0.000225,0.002254,0.001985,0.009644,1.559601
2024-06-12,6.1341226e-05,0.00023,0.000289,8.3036084e-05,0.000225,0.002254,0.001985,0.009644,1.559601
