date,USD,SAR,MYR,SGD,AED,THB,TRY,JPY,IDR
2023-06-13,4.2548665e-05,0.00016,0.000196,5.7109882e-05,0.000156,0.001476,0.001006,0.005965,0.63289
2023-06-14,4.2539615e-05,0.00016,0.000197,5.7034776e-05,0.000156,0.001475,0.001003,0.005955,0.634521
2023-06-15,4.2489909e-05,0.000159,0.000197,5.6793713e-05,0.000156,0.00147,0.001005,0.00596,0.63327
2023-06-16,4.2498938e-05,0.000159,0.000196,5.6963468e-05,0.000156,0.001469,0.001004,0.006028,0.635846
2023-06-17,4.2498938e-05,0.000159,0.000196,5.6963468e-05,0.000156,0.001469,0.001004,0.006028,0.635846
2023-06-18,4.2498938e-05,0.000159,0.000196,5.6850825e-05,0.000156,0.001474,0.001001,0.006029,0.634722
2023-06-19,4.2503453e-05,0.000159,0.000197,5.6989268e-05,0.000156,0.001477,0.001003,0.006031,0.638189
2023-06-20,4.2503453e-05,0.000159,0.000197,5.7090641e-05,0.000156,0.001481,0.001002,0.006007,0.638529
2023-06-21,4.2535091e-05,0.00016,0.000198,5.6989154e-05,0.000156,0.00148,0.001002,0.006027,0.6359
2023-06-22,4.250797e-05,0.000159,0.000198,5.7164506e-05,0.000156,0.001493,0.001058,0.00608,0.635154
2023-06-23,4.250797e-05,0.000159,0.000199,5.7409777e-05,0.000156,0.001498,0.001074,0.006108,0.639545
2023-06-24,4.250797e-05,0.000159,0.000199,5.7464416e-05,0.000156,0.001498,0.001074,0.006109,0.639545
2023-06-25,4.250797e-05,0.000159,0.000199,5.7460786e-05,0.000156,0.001497,0.001076,0.006102,0.637365
2023-06-26,4.2480884e-05,0.000159,0.000199,5.7501062e-05,0.000156,0.001497,0.001109,0.006094,0.639167
2023-06-27,4.2498938e-05,0.000159,0.000198,5.7360178e-05,0.000156,0.001499,0.001106,0.006115,0.636974
2023-06-28,4.2440318e-05,0.000159,0.000198,5.7409231e-05,0.000156,0.00151,0.001106,0.006128,0.636095
2023-06-29,4.2424114e-05,0.000159,0.000198,5.753622e-05,0.000156,0.001512,0.001105,0.006142,0.639374
2023-06-30,4.239983e-05,0.000159,0.000198,5.7333216e-05,0.000156,0.001495,0.001105,0.006119,0.637706
2023-07-01,4.239983e-05,0.000159,0.000198,5.7333216e-05,0.000156,0.001495,0.001105,0.006119,0.637706
2023-07-02,4.239983e-05,0.000159,0.000198,5.7348951e-05,0.000156,0.001497,0.001092,0.006123,0.635701
2023-07-03,4.2176297e-05,0.000158,0.000197,5.6971109e-05,0.000155,0.001478,0.001091,0.006098,0.635302
2023-07-04,4.2176297e-05,0.000158,0.000196,5.6908915e-05,0.000155,0.001471,0.001096,0.006091,0.633488
2023-07-05,4.2096401e-05,0.000158,0.000196,5.6968849e-05,0.000155,0.001472,0.001098,0.006083,0.634982
2023-07-06,4.2158516e-05,0.000158,0.000197,5.7043212e-05,0.000155,0.001484,0.001102,0.006069,0.640354
2023-07-07,4.2283298e-05,0.000159,0.000197,5.7095302e-05,0.000155,0.001482,0.001102,0.006008,0.641087
2023-07-08,4.2283298e-05,0.000159,0.000197,5.7078389e-05,0.000155,0.001486,0.001102,0.006009,0.641087
2023-07-09,4.2283298e-05,0.000159,0.000197,5.6925871e-05,0.000155,0.001486,0.001105,0.006013,0.639958
2023-07-10,4.2278829e-05,0.000159,0.000197,5.6841137e-05,0.000155,0.001482,0.001105,0.005974,0.643611
2023-07-11,4.2194093e-05,0.000158,0.000197,5.6556751e-05,0.000155,0.001467,0.001102,0.005912,0.639717
2023-07-12,4.2243109e-05,0.000158,0.000196,5.6163692e-05,0.000155,0.001464,0.001107,0.005843,0.630901
2023-07-13,4.2238648e-05,0.000158,0.000194,5.5865055e-05,0.000155,0.00146,0.001101,0.005832,0.631932
2023-07-14,4.2296711e-05,0.000159,0.000191,5.587835e-05,0.000155,0.001464,0.001107,0.005866,0.634578
2023-07-15,4.2296711e-05,0.000159,0.000191,5.5869891e-05,0.000155,0.001464,0.001107,0.005867,0.634578
2023-07-16,4.2296711e-05,0.000159,0.000191,5.5894893e-05,0.000155,0.001465,0.001111,0.005866,0.632674
2023-07-17,4.2301184e-05,0.000159,0.000193,5.5919839e-05,0.000155,0.001464,0.001116,0.005868,0.633968
2023-07-18,4.2296711e-05,0.000159,0.000192,5.5951147e-05,0.000155,0.001441,0.00114,0.005881,0.634049
2023-07-19,4.2301184e-05,0.000159,0.000192,5.6043782e-05,0.000155,0.001439,0.001135,0.005905,0.634475
2023-07-20,4.2277041e-05,0.000159,0.000192,5.6093199e-05,0.000155,0.001446,0.001135,0.005913,0.636523
2023-07-21,4.2269893e-05,0.000159,0.000193,5.6257166e-05,0.000155,0.001465,0.00114,0.005993,0.635881
2023-07-22,4.2269893e-05,0.000158,0.000193,5.6244485e-05,0.000155,0.001455,0.00114,0.005993,0.635881
2023-07-23,4.2269893e-05,0.000159,0.000193,5.6270109e-05,0.000155,0.001455,0.001139,0.005992,0.635105
2023-07-24,4.2238648e-05,0.000158,0.000193,5.6257867e-05,0.000155,0.00146,0.001139,0.005978,0.634889
2023-07-25,4.2256497e-05,0.000158,0.000193,5.6112614e-05,0.000155,0.001455,0.001138,0.005955,0.63539
2023-07-26,4.2238648e-05,0.000158,0.000194,5.6001901e-05,0.000155,0.001447,0.001138,0.005929,0.634171
2023-07-27,4.2252926e-05,0.000159,0.000191,5.6236408e-05,0.000155,0.001457,0.001139,0.005868,0.638104
2023-07-28,4.2202996e-05,0.000158,0.000192,5.6168132e-05,0.000155,0.001432,0.001136,0.005957,0.637582
2023-07-29,4.2202996e-05,0.000158,0.000192,5.6168132e-05,0.000155,0.001432,0.001136,0.005957,0.637582
2023-07-30,4.2202996e-05,0.000158,0.000192,5.6187592e-05,0.000155,0.001446,0.001136,0.005941,0.637054
2023-07-31,4.2216359e-05,0.000158,0.000191,5.6139947e-05,0.000155,0.001447,0.001138,0.006009,0.637931
2023-08-01,4.2211904e-05,0.000158,0.000191,5.634105e-05,0.000155,0.001448,0.001139,0.006035,0.639067
2023-08-02,4.2127435e-05,0.000158,0.000192,5.6514796e-05,0.000155,0.001452,0.001136,0.006039,0.641474
2023-08-03,4.2087542e-05,0.000158,0.000191,5.6440359e-05,0.000155,0.001455,0.001144,0.006002,0.638384
2023-08-04,4.2131873e-05,0.000158,0.000192,5.6418955e-05,0.000155,0.001461,0.001135,0.005972,0.63842
2023-08-05,4.2131873e-05,0.000158,0.000192,5.6418955e-05,0.000155,0.001461,0.001135,0.005972,0.63842
2023-08-06,4.2131873e-05,0.000158,0.000192,5.6435433e-05,0.000155,0.001459,0.001138,0.005978,0.639141
2023-08-07,4.214075e-05,0.000158,0.000192,5.6506303e-05,0.000155,0.001468,0.001138,0.006006,0.642183
2023-08-08,4.2122999e-05,0.000158,0.000193,5.6774634e-05,0.000155,0.001475,0.001139,0.006035,0.640762
2023-08-09,4.2114129e-05,0.000158,0.000193,5.6694874e-05,0.000155,0.001477,0.001137,0.006053,0.640724
2023-08-10,4.2109696e-05,0.000158,0.000193,5.6830412e-05,0.000155,0.001479,0.001142,0.0061,0.642741
2023-08-11,4.2087542e-05,0.000158,0.000193,5.690673e-05,0.000155,0.001476,0.00114,0.006099,0.644931
2023-08-12,4.2087542e-05,0.000158,0.000193,5.690673e-05,0.000155,0.001476,0.00114,0.006099,0.644931
2023-08-13,4.2087542e-05,0.000158,0.000193,5.6955177e-05,0.000155,0.001478,0.001141,0.006095,0.644949
2023-08-14,4.1972718e-05,0.000157,0.000194,5.6902204e-05,0.000154,0.001479,0.001136,0.006105,0.644447
2023-08-15,4.1710115e-05,0.000156,0.000193,5.6651721e-05,0.000153,0.001477,0.001129,0.006074,0.638905
2023-08-16,4.1762372e-05,0.000157,0.000193,5.6814993e-05,0.000153,0.001483,0.001131,0.006111,0.641846
2023-08-17,4.1902367e-05,0.000157,0.000195,5.6901948e-05,0.000154,0.001487,0.001137,0.006106,0.643694
2023-08-18,4.1981528e-05,0.000157,0.000195,5.703822e-05,0.000154,0.001493,0.001138,0.006105,0.643199
2023-08-19,4.1981528e-05,0.000157,0.000195,5.703822e-05,0.000154,0.001493,0.001138,0.006105,0.643199
2023-08-20,4.1981528e-05,0.000157,0.000195,5.6961167e-05,0.000154,0.001485,0.00114,0.0061,0.641688
2023-08-21,4.1981528e-05,0.000157,0.000195,5.6983837e-05,0.000154,0.001477,0.001142,0.006139,0.643354
2023-08-22,4.1981528e-05,0.000157,0.000195,5.6996432e-05,0.000154,0.001471,0.001142,0.00612,0.643325
2023-08-23,4.1762372e-05,0.000157,0.000194,5.6475343e-05,0.000153,0.001459,0.001136,0.006042,0.639008
2023-08-24,4.1657988e-05,0.000156,0.000194,5.6542425e-05,0.000153,0.001458,0.001079,0.006085,0.635118
2023-08-25,4.1657988e-05,0.000156,0.000193,5.6494497e-05,0.000153,0.001464,0.001106,0.0061,0.637284
2023-08-26,4.1657988e-05,0.000156,0.000193,5.6494497e-05,0.000153,0.001464,0.001106,0.0061,0.637284
2023-08-27,4.1657988e-05,0.000156,0.000193,5.6468027e-05,0.000153,0.001462,0.001098,0.006104,0.637159
2023-08-28,4.1502386e-05,0.000156,0.000193,5.6243954e-05,0.000152,0.001463,0.001092,0.006079,0.633374
2023-08-29,4.1339396e-05,0.000155,0.000192,5.5831234e-05,0.000152,0.001447,0.001098,0.006035,0.628423
2023-08-30,4.1442188e-05,0.000155,0.000192,5.5935778e-05,0.000152,0.001452,0.001106,0.006055,0.630874
2023-08-31,4.1519618e-05,0.000156,0.000193,5.608474e-05,0.000153,0.001454,0.001108,0.00604,0.632676
2023-09-01,4.1519618e-05,0.000156,0.000193,5.6184509e-05,0.000153,0.001468,0.001109,0.00607,0.632144
2023-09-02,4.1519618e-05,0.000156,0.000193,5.6184509e-05,0.000153,0.001468,0.001109,0.00607,0.632144
2023-09-03,4.1519618e-05,0.000156,0.000193,5.621777e-05,0.000153,0.001458,0.001104,0.006064,0.632759
2023-09-04,4.1519618e-05,0.000156,0.000193,5.6279856e-05,0.000153,0.001464,0.001112,0.006084,0.63251
2023-09-05,4.1554124e-05,0.000156,0.000193,5.65508e-05,0.000153,0.001473,0.001113,0.006128,0.636609
2023-09-06,4.156276e-05,0.000156,0.000194,5.66968e-05,0.000153,0.001478,0.001115,0.006139,0.637697
2023-09-07,4.1545492e-05,0.000156,0.000194,5.6731617e-05,0.000153,0.001481,0.001116,0.006121,0.637682
2023-09-08,4.1567079e-05,0.000156,0.000194,5.6722598e-05,0.000153,0.001487,0.001116,0.006143,0.639372
2023-09-09,4.1567079e-05,0.000156,0.000194,5.6722598e-05,0.000153,0.001487,0.001116,0.006143,0.639372
2023-09-10,4.1567079e-05,0.000156,0.000194,5.6695875e-05,0.000153,0.001476,0.001116,0.006115,0.637015
2023-09-11,4.1519618e-05,0.000156,0.000194,5.6491718e-05,0.000153,0.001474,0.001116,0.00609,0.637474
2023-09-12,4.1467966e-05,0.000156,0.000194,5.6426684e-05,0.000152,0.001476,0.001116,0.006102,0.636848
2023-09-13,4.1467966e-05,0.000156,0.000194,5.6442438e-05,0.000152,0.001482,0.001115,0.00611,0.636948
2023-09-14,4.1271151e-05,0.000155,0.000193,5.6309113e-05,0.000152,0.001477,0.001112,0.006087,0.635658
2023-09-15,4.1211622e-05,0.000155,0.000193,5.6192207e-05,0.000151,0.001471,0.001112,0.00609,0.633299
2023-09-16,4.1211622e-05,0.000155,0.000193,5.6192207e-05,0.000151,0.001471,0.001112,0.00609,0.633299
2023-09-17,4.1211622e-05,0.000155,0.000193,5.6164228e-05,0.000151,0.001472,0.00111,0.006094,0.632722
2023-09-18,4.1008817e-05,0.000154,0.000192,5.5914706e-05,0.000151,0.001463,0.001107,0.006053,0.630777
2023-09-19,4.1008817e-05,0.000154,0.000193,5.5952534e-05,0.000151,0.001477,0.001108,0.006059,0.631218
2023-09-20,4.1169205e-05,0.000154,0.000193,5.6249603e-05,0.000151,0.001492,0.001113,0.006107,0.632688
2023-09-21,4.1109969e-05,0.000154,0.000193,5.6185408e-05,0.000151,0.001485,0.001115,0.00607,0.633408
2023-09-22,4.1029849e-05,0.000154,0.000192,5.6042831e-05,0.000151,0.001476,0.001115,0.006084,0.630097
2023-09-23,4.1029849e-05,0.000154,0.000192,5.6042831e-05,0.000151,0.001476,0.001115,0.006084,0.630097
2023-09-24,4.1029849e-05,0.000154,0.000192,5.6042466e-05,0.000151,0.001476,0.001116,0.00609,0.630834
2023-09-25,4.0992007e-05,0.000154,0.000192,5.6006764e-05,0.000151,0.001483,0.001116,0.0061,0.631769
2023-09-26,4.1008817e-05,0.000154,0.000192,5.6157357e-05,0.000151,0.001494,0.001122,0.006112,0.635637
2023-09-27,4.0983607e-05,0.000154,0.000193,5.6270081e-05,0.000151,0.001503,0.00112,0.006127,0.638361
2023-09-28,4.0983607e-05,0.000154,0.000193,5.5987724e-05,0.000151,0.001499,0.001126,0.006121,0.634467
2023-09-29,4.1143798e-05,0.000154,0.000193,5.6206702e-05,0.000151,0.001516,0.001128,0.006146,0.637455
2023-09-30,4.1143798e-05,0.000154,0.000193,5.6206702e-05,0.000151,0.001516,0.001128,0.006146,0.637455
2023-10-01,4.1143798e-05,0.000154,0.000193,5.6244188e-05,0.000151,0.001509,0.001131,0.006153,0.635877
2023-10-02,4.1059331e-05,0.000154,0.000194,5.6392516e-05,0.000151,0.001521,0.001128,0.006153,0.638144
2023-10-03,4.0992007e-05,0.000154,0.000194,5.6302726e-05,0.000151,0.001521,0.001129,0.006116,0.640644
2023-10-04,4.0924903e-05,0.000153,0.000194,5.6143631e-05,0.00015,0.001514,0.001128,0.006097,0.638347
2023-10-05,4.0983607e-05,0.000154,0.000194,5.6042828e-05,0.000151,0.001514,0.001131,0.006085,0.640902
2023-10-06,4.1008817e-05,0.000154,0.000194,5.5919782e-05,0.000151,0.001515,0.001133,0.00612,0.641712
2023-10-07,4.1008817e-05,0.000154,0.000194,5.5919782e-05,0.000151,0.001515,0.001133,0.00612,0.641712
2023-10-08,4.1008817e-05,0.000154,0.000193,5.6038403e-05,0.000151,0.001515,0.001137,0.006117,0.640148
2023-10-09,4.1008817e-05,0.000154,0.000194,5.5943203e-05,0.000151,0.001514,0.001137,0.006083,0.644175
2023-10-10,4.097521e-05,0.000154,0.000194,5.5841428e-05,0.000151,0.001499,0.001136,0.00609,0.644448
2023-10-11,4.0899796e-05,0.000153,0.000193,5.5731711e-05,0.00015,0.00149,0.001134,0.006096,0.642127
2023-10-12,4.0908161e-05,0.000153,0.000193,5.6026386e-05,0.00015,0.00149,0.001139,0.006128,0.64414
2023-10-13,4.0891433e-05,0.000153,0.000193,5.6041868e-05,0.00015,0.001485,0.001137,0.006116,0.642118
2023-10-14,4.0891433e-05,0.000153,0.000193,5.6041868e-05,0.00015,0.001485,0.001137,0.006116,0.642118
2023-10-15,4.0891433e-05,0.000153,0.000193,5.5984666e-05,0.00015,0.00148,0.001133,0.006116,0.6413
2023-10-16,4.0858018e-05,0.000153,0.000194,5.5913994e-05,0.00015,0.001483,0.001139,0.006112,0.640735
2023-10-17,4.0816327e-05,0.000153,0.000193,5.5861288e-05,0.00015,0.001485,0.001141,0.006113,0.642218
2023-10-18,4.0700041e-05,0.000153,0.000193,5.5897367e-05,0.000149,0.001481,0.001142,0.006095,0.64363
2023-10-19,4.0708325e-05,0.000153,0.000194,5.5880114e-05,0.00015,0.001483,0.001141,0.006098,0.645756
2023-10-20,4.0749796e-05,0.000153,0.000194,5.5965929e-05,0.00015,0.001487,0.00114,0.006107,0.647056
2023-10-21,4.0749796e-05,0.000153,0.000194,5.5965929e-05,0.00015,0.001487,0.00114,0.006107,0.647056
2023-10-22,4.0749796e-05,0.000153,0.000194,5.5934189e-05,0.00015,0.001489,0.001143,0.006108,0.646903
2023-10-23,4.0650407e-05,0.000152,0.000194,5.5561179e-05,0.000149,0.001476,0.001142,0.006088,0.646687
2023-10-24,4.0716612e-05,0.000153,0.000195,5.5701344e-05,0.00015,0.001473,0.001145,0.006102,0.646336
2023-10-25,4.069176e-05,0.000153,0.000195,5.5845168e-05,0.000149,0.001474,0.001146,0.006108,0.647854
2023-10-26,4.0640494e-05,0.000152,0.000195,5.5627286e-05,0.000149,0.001472,0.001145,0.006111,0.647281
2023-10-27,4.0683483e-05,0.000153,0.000194,5.5683641e-05,0.000149,0.00147,0.001145,0.006088,0.647303
2023-10-28,4.0683483e-05,0.000153,0.000194,5.5683641e-05,0.000149,0.00147,0.001145,0.006088,0.647303
2023-10-29,4.0683483e-05,0.000153,0.000194,5.574105e-05,0.000149,0.001469,0.00115,0.006091,0.647303
2023-10-30,4.0703354e-05,0.000153,0.000194,5.5554176e-05,0.00015,0.001462,0.001151,0.00607,0.645148
2023-10-31,4.0704182e-05,0.000153,0.000194,5.5744454e-05,0.00015,0.00147,0.001152,0.006159,0.644956
2023-11-01,4.0662804e-05,0.000153,0.000194,5.5568364e-05,0.000149,0.001466,0.001152,0.006124,0.646864
2023-11-02,4.0687621e-05,0.000153,0.000193,5.5537789e-05,0.000149,0.001464,0.001156,0.006123,0.64498
2023-11-03,4.0758101e-05,0.000153,0.000193,5.5117338e-05,0.00015,0.001451,0.001157,0.006088,0.635382
2023-11-04,4.0758101e-05,0.000153,0.000193,5.5117338e-05,0.00015,0.001451,0.001157,0.006088,0.635382
2023-11-05,4.0758101e-05,0.000153,0.000193,5.5169753e-05,0.00015,0.001448,0.001159,0.006092,0.635382
2023-11-06,4.1076196e-05,0.000154,0.00019,5.5497974e-05,0.000151,0.00146,0.001169,0.006161,0.639844
2023-11-07,4.1109969e-05,0.000154,0.000191,5.5675367e-05,0.000151,0.001461,0.001172,0.006182,0.643412
2023-11-08,4.1017227e-05,0.000154,0.000192,5.5635959e-05,0.000151,0.001458,0.00117,0.006188,0.640812
2023-11-09,4.1067762e-05,0.000154,0.000193,5.5876591e-05,0.000151,0.00147,0.001172,0.006216,0.645339
2023-11-10,4.1109969e-05,0.000154,0.000193,5.5946717e-05,0.000151,0.001496,0.001174,0.006229,0.645182
2023-11-11,4.1109969e-05,0.000154,0.000193,5.5946717e-05,0.000151,0.001496,0.001174,0.006229,0.645182
2023-11-12,4.1109969e-05,0.000154,0.000193,5.5913762e-05,0.000151,0.001484,0.001174,0.006227,0.645182
2023-11-13,4.1012181e-05,0.000154,0.000193,5.5732478e-05,0.000151,0.001476,0.001173,0.00622,0.64319
2023-11-14,4.1020592e-05,0.000154,0.000194,5.5341086e-05,0.000151,0.001457,0.001175,0.006172,0.634137
2023-11-15,4.1172596e-05,0.000154,0.000192,5.558588e-05,0.000151,0.001463,0.001181,0.006227,0.638968
2023-11-16,4.1168358e-05,0.000154,0.000192,5.5458331e-05,0.000151,0.00145,0.001182,0.006205,0.637451
2023-11-17,4.1211622e-05,0.000155,0.000193,5.5392701e-05,0.000151,0.001459,0.001182,0.006163,0.63566
2023-11-18,4.1211622e-05,0.000155,0.000193,5.5396822e-05,0.000151,0.001459,0.001182,0.006163,0.63566
2023-11-19,4.1211622e-05,0.000155,0.000193,5.5373586e-05,0.000151,0.001447,0.001183,0.00618,0.63566
2023-11-20,4.1356493e-05,0.000155,0.000193,5.5319283e-05,0.000152,0.001455,0.00119,0.006136,0.636437
2023-11-21,4.1425021e-05,0.000155,0.000193,5.54215e-05,0.000152,0.001458,0.001193,0.006137,0.642732
2023-11-22,4.1296717e-05,0.000155,0.000193,5.5428384e-05,0.000152,0.001456,0.001191,0.006172,0.646541
2023-11-23,4.1241365e-05,0.000155,0.000193,5.5308955e-05,0.000151,0.001456,0.00119,0.006171,0.644788
2023-11-24,4.1194645e-05,0.000154,0.000193,5.5217462e-05,0.000151,0.001458,0.001189,0.006157,0.63986
2023-11-25,4.1194645e-05,0.000154,0.000193,5.5217462e-05,0.000151,0.001458,0.001189,0.006157,0.63986
2023-11-26,4.1194645e-05,0.000154,0.000193,5.5200013e-05,0.000151,0.001458,0.001189,0.006162,0.63986
2023-11-27,4.1254125e-05,0.000155,0.000193,5.5130781e-05,0.000152,0.001445,0.001193,0.006124,0.639645
2023-11-28,4.1253274e-05,0.000155,0.000193,5.4877188e-05,0.000152,0.00143,0.001193,0.006067,0.633217
2023-11-29,4.1203131e-05,0.000155,0.000193,5.4904815e-05,0.000151,0.001435,0.001193,0.006059,0.636939
2023-11-30,4.1220115e-05,0.000155,0.000192,5.5119498e-05,0.000151,0.001454,0.001192,0.006102,0.641325
2023-12-01,4.1152263e-05,0.000154,0.000192,5.4880819e-05,0.000151,0.001435,0.001189,0.006042,0.634265
2023-12-02,4.1169205e-05,0.000154,0.000192,5.4903413e-05,0.000151,0.001436,0.00119,0.006045,0.635395
2023-12-03,4.1169205e-05,0.000154,0.000192,5.4862494e-05,0.000151,0.001431,0.00119,0.006027,0.635395
2023-12-04,4.1228613e-05,0.000155,0.000193,5.5151559e-05,0.000151,0.001453,0.001192,0.006074,0.638318
2023-12-05,4.1201434e-05,0.000154,0.000192,5.5246813e-05,0.000151,0.001452,0.001192,0.006064,0.637139
2023-12-06,4.1187858e-05,0.000154,0.000192,5.5264236e-05,0.000151,0.001451,0.001191,0.006061,0.638988
2023-12-07,4.1181921e-05,0.000154,0.000192,5.516856e-05,0.000151,0.001447,0.001191,0.005942,0.638608
2023-12-08,4.1271151e-05,0.000155,0.000193,5.534619e-05,0.000152,0.001472,0.001194,0.005979,0.642716
2023-12-09,4.1271151e-05,0.000155,0.000193,5.534619e-05,0.000152,0.001472,0.001194,0.005979,0.642716
2023-12-10,4.1271151e-05,0.000155,0.000193,5.5363193e-05,0.000152,0.001464,0.001195,0.005983,0.642716
2023-12-11,4.1224364e-05,0.000155,0.000193,5.5401238e-05,0.000151,0.001472,0.001194,0.006022,0.645326
